id,target
9477,0
9478,1
9479,0
9483,0
9487,1
9494,1
9497,1
9498,1
9506,0
9512,1
9514,1
9515,1
9516,0
9517,1
9518,0
9521,0
9523,0
9527,0
9528,1
9530,1
9532,0
9534,1
9535,0
9536,0
9543,0
9544,0
9545,0
9546,0
9549,0
9558,0
9560,1
9561,0
9570,0
9573,0
9578,1
9584,0
9587,1
9588,1
9599,0
9601,1
9604,0
9614,1
9615,1
9621,0
9622,1
9623,1
9624,1
9626,1
9628,0
9630,1
9631,0
9633,1
9635,0
9637,1
9641,0
9647,1
9648,0
9649,0
9658,1
9662,1
9668,1
9671,1
9676,1
9677,0
9679,1
9682,0
9685,0
9689,0
9692,0
9693,1
9694,1
9696,0
9700,1
9711,0
9713,1
9720,0
9721,0
9725,0
9726,0
9727,1
9735,0
9740,0
9742,0
9743,0
9747,0
9748,0
9751,0
9758,0
9767,1
9768,0
9773,1
9777,1
9781,0
9784,1
9786,0
9789,1
9792,0
9793,1
9798,1
9799,1
9802,1
9803,1
9804,1
9805,1
9807,0
9809,0
9811,0
9814,0
9817,1
9821,0
9824,0
9825,0
9827,0
9839,0
9840,0
9843,0
9844,0
9845,0
9847,0
9848,0
9851,0
9852,1
9855,0
9856,0
9863,0
9867,0
9871,0
9876,0
9879,0
9882,1
9891,0
9892,1
9893,0
9895,1
9899,0
9900,0
9902,0
9903,0
9904,0
9908,1
9913,1
9914,1
9917,1
9922,1
9924,1
9926,1
9927,0
9928,1
9929,0
9936,0
9939,1
9947,0
9951,1
9954,1
9956,0
9957,1
9959,0
9962,0
9964,0
9966,1
9968,0
9969,0
9970,0
9975,1
9977,1
9981,0
9993,0
9996,1
9997,0
9999,0
10002,0
10007,1
10015,0
10019,1
10022,1
10024,0
10026,1
10033,1
10043,0
10046,0
10051,0
10053,1
10062,0
10063,1
10065,0
10068,0
10078,1
10086,1
10094,0
10095,0
10096,0
10097,0
10103,1
10104,1
10108,0
10122,0
10123,0
10128,1
10131,0
10133,1
10134,0
10135,1
10145,1
10148,1
10154,0
10155,0
10158,1
10160,0
10161,1
10162,0
10165,1
10166,1
10167,1
10170,1
10178,0
10180,0
10181,1
10185,1
10188,0
10190,1
10196,0
10200,0
10205,1
10211,0
10216,0
10219,1
10221,1
10225,1
10227,1
10228,0
10230,1
10232,1
10233,0
10235,1
10238,0
10240,0
10242,1
10248,1
10254,0
10257,1
10261,0
10262,1
10266,0
10267,1
10271,1
10277,1
10279,1
10281,1
10282,1
10285,1
10292,0
10298,0
10300,0
10309,0
10311,1
10312,1
10319,0
10324,0
10326,1
10328,1
10343,0
10346,0
10347,1
10353,0
10354,0
10356,0
10357,0
10362,0
10363,0
10370,1
10373,0
10386,0
10388,1
10389,1
10391,0
10397,1
10400,1
10403,1
10404,0
10408,1
10417,0
10425,1
10435,1
10437,1
10438,1
10440,1
10442,0
10447,0
10452,1
10453,0
10454,1
10459,1
10460,0
10463,0
10465,1
10469,0
10474,0
10475,0
10476,1
10477,0
10480,0
10491,1
10493,0
10494,0
10495,1
10497,1
10501,0
10504,0
10507,0
10509,1
10510,0
10512,0
10514,0
10526,0
10528,0
10530,1
10531,1
10532,1
10538,0
10539,0
10542,1
10547,0
10549,0
10556,0
10569,0
10572,0
10577,0
10579,0
10586,0
10594,1
10595,1
10597,0
10602,0
10604,0
10614,0
10617,0
10618,0
10619,1
10624,1
10633,0
10634,1
10635,0
10638,1
10639,0
10642,1
10643,0
10645,1
10646,1
10649,1
10652,1
10653,0
10654,1
10661,0
10664,1
10668,1
10670,0
10674,0
10683,1
10694,1
10697,1
10699,1
10701,0
10703,0
10713,0
10714,0
10716,0
10717,0
10719,0
10725,1
10728,0
10734,1
10738,0
10740,0
10742,0
10756,0
10757,0
10758,0
10761,0
10762,1
10773,0
10778,0
10781,0
10791,0
10792,1
10796,1
10797,1
10801,0
10804,0
10806,0
10807,0
10816,0
10820,1
10828,1
10836,0
10838,0
10845,0
10856,1
10857,1
10858,0
10861,1
10865,1
10868,0
10874,0
10875,1
